,percent
58417,6.7percent
58418,8percent
58419,22percent
58420,30percent
58421,1percent
58422,30percent
58423,0.64%
58424,0.27%
58425,0.41%
58426,0.92%
58427,1.06%
58428,0.85%
58429,0.66%
58430,0.8%
58431,50percent
58432,0.3%
58433,0.0%
58434,0.0%
58435,0.3%
58436,0.0%
58437,0.0%
58438,0.3%
58439,0.0%
58440,0.0%
58441,45.7percent
58442,18percent
58443,9.4percent
58444,50percent
58445,26percent
58446,28%
58447,31percent
58448,10percent
58449,25percent
58450,meaningpercent
58451,30%
58452,50%
58453,73%
58454,90%
58455,73%
58456,90%
58457,8%
58458,13%
58459,75%
58460,6%
58461,25%
58462,significantpercent
58463,3.5%
58464,6%
58465,8.8%
58466,10.3%
58467,11.5%
58468,5%
58469,25%
58470,0.5percentage point
58471,2.5percentage point
58472,70%
58473,12percentage point
58474,2.5%
58475,0.4%
58476,9%
58477,15%
58478,24%
58479,Thepercent
58480,90%
58481,40%
58482,22.5percent
58483,8.2percent
58484,6.5%
58485,11%
58486,60%
58487,360%
58488,3.2percent
58489,23percent
58490,17percent
58491,45percent
58492,25percent
58493,25percent
58494,30percent
58495,10percent
58496,6.2percent
58497,4percentage point
58498,2percent
58499,8.1percent
58500,halfpercentage point
58501,2percent
58502,2percent
58503,5percent
58504,2percent
58505,2percent
58506,2percent
58507,2percent
58508,2percent
58509,2percent
58510,2percent
58511,4.6%
58512,6.2%
58513,21%
58514,30percent
58515,5.2percent
58516,correctspercent
58517,4.8%
58518,1%
58519,5%
58520,4.1percentage point
58521,0.4%
58522,12.5%
58523,0.2%
58524,0.9%
58525,0.6%
58526,0.5%
58527,0.4%
58528,25%
58529,21.9%
58530,15.6%
58531,5%
58532,0.4%
58533,1.2%
58534,1.1%
58535,0.9%
58536,0.9%
58537,0.3%
58538,0.4%
58539,25percent
58540,6.2percent
58541,15.6percent
58542,21.9percent
58543,5percent
58544,2percent
58545,2percent
58546,2percent
58547,2percent
58548,1.3percent
58549,1percent
58550,2percent
58551,2percent
58552,4.6%
58553,6.2%
58554,21%
58555,30percent
58556,20%
58557,3percent
58558,20%
58559,25%
58560,32%
58561,0.4percent
58562,7.8percent
58563,13percent
58564,11percent
58565,90percent
58566,12.7percent
58567,46.1percent
58568,10%
58569,0.3%
58570,0.1%
58571,38percent
58572,80%
58573,40percent
58574,1%
58575,32percent
58576,3percent
58577,1percent
58578,2percent
58579,5.5percent
58580,1.6percent
58581,30.5percent
58582,27percent
58583,13percent
58584,6.7percent
58585,18percent
58586,25percent
58587,netpercent
58588,36percent
58589,5.3percent
58590,66.9percent
58591,79.1percent
58592,3%
58593,90%
58594,47%
58595,30%
58596,25%
58597,78%
58598,24%
58599,25%
58600,45.7percent
58601,15percent
58602,12.5percent
58603,11.3percent
58604,15percent
58605,300percent
58606,4.8%
58607,1%
58608,5%
58609,4.1percentage point
58610,0.4%
58611,12.5%
58612,20percent
58613,60percent
58614,38percent
58615,21percent
58616,30percent
58617,12.5percent
58618,30percent
58619,5.4percent
58620,0.4percent
58621,1.1percent
58622,15percent
58623,19percent
58624,25percent
58625,0.3percent
58626,0.4percent
58627,2percent
58628,6.8percent
58629,20percent
58630,0.79%
58631,13.5%
58632,33percent
58633,41percent
58634,4.6%
58635,5.9%
58636,6.2%
58637,21%
58638,24%
58639,31%
58640,23%
58641,39%
58642,8%
58643,38%
58644,6%
58645,24.5%
58646,16.6%
58647,18.5%
58648,30%
58649,0.5%
58650,35%
58651,15%
58652,4percent
58653,5percent
58654,10%
58655,6%
58656,2%
58657,40%
58658,20%
58659,18%
58660,2.4%
58661,35%
58662,15%
58663,50%
58664,25%
58665,50%
58666,8%
58667,20percent
58668,3%
58669,4%
58670,3%
58671,22%
58672,18%
58673,46percent
58674,30percent
58675,20percent
58676,70percent
58677,55percent
58678,2.6%
58679,5.9%
58680,0.4%
58681,1%
58682,40%
58683,2.4%
58684,48percent
58685,2.4%
58686,2.4%
58687,48percent
58688,couplepercentage point
58689,12%
58690,2%
58691,2.6%
58692,5.9%
58693,10.9%
58694,15.49%
58695,71%
58696,46.4%
58697,26.5%
58698,40%
58699,27.5%
58700,fourpercentage point
58701,38.7%
58702,13.6%
58703,15.8%
58704,17.8%
58705,64.3%
58706,19%
58707,11%
58708,23.4%
58709,56.5%
58710,17.0%
58711,1%
58712,50%
58713,2%
58714,0.7percent
58715,37percent
58716,0.3%
58717,0.2%
58718,0.2%
58719,0.25%
58720,1%
58721,0.8%
58722,0.4%
58723,0.5%
58724,2.0%
58725,2.5%
58726,0.4%
58727,2.5%
58728,0.4%
58729,2%
58730,6percent
58731,2percent
58732,18percent
58733,19percent
58734,0.86%
58735,1.05%
58736,0.80%
58737,1.08%
58738,0.04%
58739,0.48%
58740,0.22%
58741,5.7%
58742,50percent
58743,50percent
58744,50percent
58745,0.3percent
58746,1.2percent
58747,1.2percent
58748,0.1percent
58749,2.31percent
58750,2.51percent
58751,3.12percent
58752,1.5percent
58753,2percent
58754,0.1percent
58755,2.41percent
58756,17percent
58757,0.1%
58758,0.6%
58759,0.4%
58760,1%
58761,30%
58762,22.6%
58763,43%
58764,10%
58765,taxpercent
58766,17percent
58767,40percent
58768,17.01percent
58769,2.99percent
58770,14.87percent
58771,45percent
58772,18percent
58773,5%
58774,5%
58775,10%
58776,6%
58777,6%
58778,0.8%
58779,10%
58780,19.39%
58781,2%
58782,3%
58783,3%
58784,11%
58785,26%
58786,15%
58787,50percent
58788,31percent
58789,25percent
58790,10%
58791,43%
58792,21%
58793,1.1%
58794,17%
58795,10%
58796,22.6%
58797,0.5%
58798,5.4%
58799,1.4%
58800,0.2%
58801,0.0%
58802,9%
58803,6.8%
58804,2.7%
58805,2.2%
58806,22%
58807,4.6%
58808,9%
58809,threepercent
58810,0.00%
58811,0.25%
58812,3.75%
58813,30percent
58814,40percent
58815,7.3percent
58816,7percent
58817,44percent
58818,72percent
58819,80percent
58820,22.5percent
58821,90percent
58822,34percent
58823,17percent
58824,9percent
58825,0.8percent
58826,20percent
58827,47.5percent
58828,17percent
58829,9%
58830,9%
58831,70%
58832,27.5%
58833,26.8%
58834,26%
58835,0.5percent
58836,1.3percent
58837,1.0percent
58838,1.0percent
58839,0.8percent
58840,0.5percent
58841,8.0percent
58842,4.0percent
58843,7.2percent
58844,6.5percent
58845,5.0percent
58846,8.0percent
58847,7%
58848,1percent
58849,9.5percent
58850,5.7%
58851,0.8%
58852,2.6%
58853,showpercent
58854,10%
58855,19.39%
58856,16%
58857,25%
58858,50%
58859,50%
58860,17%
58861,90%
58862,45%
58863,57%
58864,25%
58865,20%
58866,360%
58867,59.8%
58868,50%
58869,79%
58870,10.75%
58871,28%
58872,18%
58873,70%
58874,5.35%
58875,165%
58876,50%
58877,7%
58878,47%
58879,19%
58880,5.4%
58881,23%
58882,20%
58883,9%
58884,29%
58885,30%
58886,25%
58887,2%
58888,12%
58889,1%
58890,22.6%
58891,51%
58892,70%
58893,1%
58894,9%
58895,10%
58896,17%
58897,92%
58898,92%
58899,30.6percent
58900,30.9percent
58901,18.2percent
58902,15.6percent
58903,5.5percent
58904,5.4percent
58905,23.9percent
58906,23.3percent
58907,21.5percent
58908,22.8percent
58909,18.2percent
58910,15.6percent
58911,30.6percent
58912,30.9percent
58913,Thepercent
58914,20.4percent
58915,10.2percent
58916,12.1percent
58917,17.0percent
58918,18.7percent
58919,15.8percent
58920,16.6percent
58921,15.5percent
58922,17.7percent
58923,11.9percent
58924,11.1percent
58925,3%
58926,3%
58927,22%
58928,0.2%
58929,8.1%
58930,9.4%
58931,0.8%
58932,12.9%
58933,0.2%
58934,8.1%
58935,9.4%
58936,0.8%
58937,12.9%
58938,22.6%
58939,74.2%
58940,0.8%
58941,3%
58942,0.8%
58943,24.9%
58944,0.5%
58945,16.6%
58946,8%
58947,1.5%
58948,30%
58949,2.7%
58950,0.7%
58951,0.9%
58952,51%
58953,39%
58954,30%
58955,70%
58956,51%
58957,70%
58958,2.7%
58959,2.2%
58960,22%
58961,3.1%
58962,35%
58963,1%
58964,1%
58965,25%
58966,40%
58967,5.1%
58968,8.4%
58969,0.3%
58970,2.7%
58971,2.2%
58972,5%
58973,0.6%
58974,0.4%
58975,0.3%
58976,0.4%
58977,2.7%
58978,2.2%
58979,22%
58980,3.1%
58981,25%
58982,0.07%
58983,0.4%
58984,0.2%
58985,0.07%
58986,0.3%
58987,0.6%
58988,0.4%
58989,7.1%
58990,8.24%
58991,6.8percent
58992,0.5percent
58993,1.0percent
58994,2percent
58995,0.2percent
58996,2percent
58997,2percent
58998,5.1%
58999,8.4%
59000,8.1%
59001,0.3%
59002,100percent
59003,83percent
59004,50percent
59005,twopercent
59006,8percent
59007,5percent
59008,3.4percent
59009,1.0percent
59010,4percent
59011,6.8percent
59012,25%
59013,3.5%
59014,10%
59015,34percent
59016,23percent
59017,16.5percent
59018,40percent
59019,40percent
59020,150%
59021,6%
59022,12%
59023,90%
59024,70%
59025,0.909%
59026,2.083%
59027,3.11%
59028,60%
59029,40%
59030,30%
59031,11%
59032,6%
59033,0.909%
59034,2.083%
59035,2.5%
59036,2.36%
59037,100%
59038,65%
59039,90%
59040,35percent
59041,30%
59042,10%
59043,12%
59044,8%
59045,45%
59046,14%
59047,4.5%
59048,11%
59049,87%
59050,0.915percent
59051,0.939percent
59052,1.249percent
59053,1.275percent
59054,2.372percent
59055,2.413percent
59056,2.097percent
59057,2.172percent
59058,fallpercent
59059,15.6%
59060,18.2%
59061,25%
59062,1%
59063,1%
59064,0.1%
59065,0.1%
59066,0.2%
59067,0.09%
59068,2.5%
59069,16%
59070,13%
59071,3%
59072,9%
59073,15%
59074,9%
59075,5%
59076,2.5%
59077,8%
59078,2.8%
59079,11percent
59080,1%
59081,7%
59082,0.1%
59083,8percent
59084,5percent
59085,10percent
59086,1percentage point
59087,35percent
59088,30percent
59089,5.10percent
59090,4.42percent
59091,4.87percent
59092,4.52percent
59093,4.73percent
59094,4.87percent
59095,5percent
59096,0.3percent
59097,0.1percent
59098,0.3percent
59099,0.4percent
59100,0.11percent
59101,0.17percent
59102,0.29percent
59103,22.6percent
59104,0.75percent
59105,0.943percent
59106,2.2%
59107,20%
59108,20%
59109,3.3percent
59110,1.3percent
59111,2percent
59112,0.2percent
59113,1.0percent
59114,3.4percent
59115,1.3percent
59116,3.5percent
59117,5.9percent
59118,3.0percent
59119,6.8percent
59120,6.1percent
59121,2percent
59122,3.8percent
59123,3.7percent
59124,72%
59125,57%
59126,25%
59127,40%
59128,0.3%
59129,0.4%
59130,11.5%
59131,4.2%
59132,4%
59133,3.9%
59134,8.4%
59135,3.3%
59136,1.3%
59137,0.5%
59138,100%
59139,5%
59140,30%
59141,0.6percent
59142,30%
59143,35%
59144,10%
59145,7%
59146,6.75%
59147,1%
59148,1%
59149,1%
59150,0%
59151,8.4%
59152,5.5%
59153,9.4%
59154,5.3%
59155,10.7%
59156,7.0%
59157,30.5percent
59158,27percent
59159,13percent
59160,6.7percent
59161,18percent
59162,25percent
59163,netpercent
59164,36percent
59165,5.3percent
59166,3.0%
59167,3.3%
59168,1.3%
59169,0.5%
59170,0.4%
59171,3.3%
59172,1.3%
59173,0.5%
59174,0.4%
59175,3%
59176,4.2%
59177,4.0%
59178,3.9%
59179,2.5%
59180,2.4%
59181,1.39percentage point
59182,2.8%
59183,8.4%
59184,5.5%
59185,30percent
59186,2.8%
59187,17.4%
59188,7.5percent
59189,2.1percent
59190,6.7%
59191,0.4%
59192,0.8%
59193,1.4%
59194,0.4%
59195,0.7%
59196,3.9%
59197,4.0%
59198,2.4%
59199,2.5%
59200,4.0%
59201,0.5%
59202,23.8percent
59203,19.7percent
59204,21.7percent
59205,4.5percent
59206,7.8percent
59207,6.7%
59208,20.98percent
59209,44percent
59210,0.4%
59211,0.6%
59212,0.6%
59213,0.9%
59214,0.2%
59215,0.5%
59216,0.7%
59217,3.9%
59218,4.0%
59219,0.5%
59220,6.7percent
59221,90%
59222,50%
59223,13.5percent
59224,2.4percent
59225,1.2percent
59226,1.4percent
59227,2.3percent
59228,7.9percent
59229,0.8percent
59230,50%
59231,0.03%
59232,8.8%
59233,2%
59234,0.02%
59235,4%
59236,1%
59237,0.1%
59238,0.2%
59239,0.2%
59240,0.4%
59241,1.5%
59242,2.2%
59243,2.7%
59244,20%
59245,52%
59246,8%
59247,20%
59248,24.3percent
59249,4%
59250,4%
59251,4%
59252,4%
59253,11%
59254,6%
59255,0.1%
59256,0.2%
59257,0.2%
59258,0.4%
59259,1.5%
59260,2.2%
59261,2.7%
59262,20%
59263,52%
59264,8%
59265,20%
59266,147percent
59267,55percent
59268,10%
59269,7%
59270,95%
59271,100%
59272,200%
59273,6%
59274,4%
59275,251%
59276,8%
59277,4.78percent
59278,6.42percent
59279,7percent
59280,halfpercent
59281,35percent
59282,25%
59283,13%
59284,0.6%
59285,8%
59286,45.7percent
59287,49percent
59288,7.2percent
59289,5.6percent
59290,1.7percent
59291,0.5percent
59292,1percent
59293,rosepercentage point
59294,40.7percent
59295,twopercentage point
59296,30.2percent
59297,6.3percent
59298,7.5percent
59299,6.3percent
59300,5.8percent
59301,0.1%
59302,0.2%
59303,0.2%
59304,0.3%
59305,1.5%
59306,3%
59307,1.7%
59308,70percent
59309,15percent
59310,0.3%
59311,0.4%
59312,11.5%
59313,0.5%
59314,0.2%
59315,0.0%
59316,1.4%
59317,0.1%
59318,0.42%
59319,5.9%
59320,2.9%
59321,3.8%
59322,3.7%
59323,0.2%
59324,1.0%
59325,0.2%
59326,fractionpercent
59327,0.2%
59328,0.2%
59329,0.2%
59330,0.3%
59331,0.2%
59332,0.1%
59333,30%
59334,fivepercent
59335,0.3percent
59336,2percent
59337,11.5%
59338,0.3%
59339,0.4%
59340,0.2%
59341,0.0%
59342,0.6%
59343,11.5%
59344,0.3%
59345,0.4%
59346,0.2%
59347,0.0%
59348,0.6%
59349,30%
59350,8%
59351,77.2percent
59352,81.9percent
59353,10.1percent
59354,4.5percent
59355,12.7percent
59356,13.6percent
59357,14.8percent
59358,18.5percent
59359,6.1percent
59360,10percent
59361,16.1percent
59362,14.4percent
59363,23.7percent
59364,20.4percent
59365,57percent
59366,20percent
59367,27.4percent
59368,87percent
59369,65percent
59370,Thirty-fivepercent
59371,62percent
59372,53percent
59373,77percent
59374,57percent
59375,57percent
59376,71percent
59377,80percent
59378,27percent
59379,7.7percent
59380,5.3percent
59381,8percent
59382,20percent
59383,45percent
59384,2.7percent
59385,37percent
59386,9.3percent
59387,20percent
59388,0.1%
59389,0.2%
59390,0.4%
59391,0.2%
59392,3%
59393,0.4%
59394,46.5percent
59395,33%
59396,33%
59397,2%
59398,70%
59399,33%
59400,70%
59401,30%
59402,30%
59403,30%
59404,10%
59405,13%
59406,showpercent
59407,33%
59408,5%
59409,showpercent
59410,1.8%
59411,6%
59412,10%
59413,10%
59414,7%
59415,4%
59416,4%
59417,10%
59418,6%
59419,1.8%
59420,6%
59421,8%
59422,10%
59423,5%
59424,6%
59425,3%
59426,4%
59427,3%
59428,4%
59429,1%
59430,2%
59431,9%
59432,10%
59433,5%
59434,6%
59435,12%
59436,14%
59437,4%
59438,10%
59439,3%
59440,4%
59441,1%
59442,2%
59443,20percent
59444,13percent
59445,6percent
59446,28percent
59447,20percent
59448,8percent
59449,82percent
59450,0.3%
59451,0.4%
59452,0.2%
59453,0.15%
59454,0.4%
59455,6.1%
59456,6.0%
59457,6.1%
59458,6.2%
59459,6.1%
59460,40%
59461,28%
59462,15percent
59463,80percent
59464,0.1percent
59465,35percent
59466,Thatpercent
59467,29percent
59468,25percent
59469,70percent
59470,2%
59471,2percent
59472,2%
59473,2%
59474,10%
59475,10%
59476,5.5%
59477,2.6%
59478,5.12%
59479,4.04%
59480,7.10%
59481,7.81%
59482,5%
59483,1.7%
59484,0.8%
59485,14.5%
59486,5.1%
59487,3%
59488,22%
59489,30%
59490,3.5%
59491,40%
59492,2.3%
59493,4%
59494,9%
59495,0.3percent
59496,10percent
59497,85percent
59498,13percent
59499,48percent
59500,27percent
59501,12percent
59502,19.4percent
59503,10.8percent
59504,96%
59505,76%
59506,40%
59507,50%
59508,20%
59509,75percent
59510,repurchasepercent
59511,26%
59512,40%
59513,60%
59514,37%
59515,8%
59516,4.5%
59517,0.1%
59518,91.3%
59519,95.3%
59520,650%
59521,25%
59522,10%
59523,0.7%
59524,1%
59525,0.3%
59526,1%
59527,6.8percent
59528,3.8percent
59529,2percent
59530,2percent
59531,2percent
59532,40%
59533,80.5%
59534,0.0%
59535,0.3%
59536,0.2%
59537,0.15%
59538,0.4%
59539,4.2%
59540,5%
59541,6%
59542,3%
59543,4%
59544,3%
59545,4%
59546,1%
59547,2%
59548,8percent
59549,35percent
59550,70percent
59551,0.2percent
59552,2.3percent
59553,4.2percent
59554,0.4percent
59555,0.2percentage point
59556,1.24%
59557,2.6%
59558,1.36%
59559,0.4%
59560,0.6%
59561,2%
59562,1.75%
59563,1%
59564,1.75%
59565,25percent
59566,12%
59567,5%
59568,40%
59569,1%
59570,1.8%
59571,2%
59572,5%
59573,50%
59574,8%
59575,6%
59576,20%
59577,5%
59578,2%
59579,0.4%
59580,0.3%
59581,1.5%
59582,6.5percent
59583,19percent
59584,fivepercent
59585,20percent
59586,4.7percent
59587,4%
59588,50%
59589,75%
59590,80%
59591,850%
59592,80%
59593,6%
59594,1.8%
59595,90%
59596,1.8%
59597,1.0%
59598,0.9%
59599,1.8%
59600,1.4percent
59601,0.7percent
59602,2.1percent
59603,3.0percent
59604,1.6percent
59605,6.9percent
59606,20%
59607,28%
59608,1%
59609,2%
59610,1%
59611,1%
59612,2%
59613,1%
59614,4.9%
59615,4.4%
59616,2percentage point
59617,0.4%
59618,49percent
59619,15percent
59620,3percent
59621,25%
59622,75%
59623,15%
59624,1.3%
59625,27%
59626,26percent
59627,31percent
59628,74%
59629,25percent
59630,30percent
59631,35percent
59632,60percent
59633,20percent
59634,contrastpercent
59635,linepercent
59636,4percent
59637,91percent
59638,39percent
59639,15percent
59640,10percent
59641,5percent
59642,80percent
59643,6%
59644,0.8%
59645,1.8%
59646,2.8%
59647,0.9%
59648,0.2%
59649,2percent
59650,1percent
59651,31.8percent
59652,57percent
59653,50percent
59654,10percent
59655,8percent
59656,5percent
59657,6.8percent
59658,2percent
59659,20percent
59660,40percent
59661,0.15percent
59662,2percent
59663,1.5percent
59664,1.7percent
59665,200%
59666,6%
59667,3percent
59668,10percent
59669,severalpercentage point
59670,0.1percent
59671,1.1percent
59672,1.2percent
59673,0.6percent
59674,3.5percent
59675,5.7percent
59676,2.9percent
59677,0.5percent
59678,61percent
59679,100percent
59680,4percent
59681,fourpercent
59682,26percent
59683,31percent
59684,25percent
59685,30percent
59686,35percent
59687,60percent
59688,20percent
59689,contrastpercent
59690,linepercent
59691,4percent
59692,91percent
59693,39percent
59694,15percent
59695,10percent
59696,fivepercent
59697,80percent
59698,88%
59699,5.5%
59700,4%
59701,64percent
59702,39percent
59703,32.32%
59704,17.85%
59705,4.58%
59706,6.6%
59707,1.5%
59708,99percent
59709,1.4percent
59710,6percent
59711,1percent
59712,2percent
59713,1percent
59714,Aspercent
59715,60%
59716,70%
59717,10%
59718,10%
59719,60%
59720,highpercent
59721,5%
59722,10%
59723,50%
59724,10%
59725,15%
59726,30%
59727,10%
59728,3%
59729,4%
59730,5%
59731,7.5%
59732,15%
59733,200%
59734,13.3%
59735,99.4percent
59736,2.4percent
59737,17percent
59738,22%
59739,20%
59740,11.4%
59741,6.3%
59742,28.6%
59743,11.5%
59744,9.4%
59745,5.5%
59746,5.1%
59747,6%
59748,0.4%
59749,1.2%
59750,9%
59751,4%
59752,higherpercent
